seqnames	start	end	strand	gene
chr19	48110953	48111452	+	GLTSCR1
chr19	48248293	48248792	+	GLTSCR2
chr19	48281342	48281841	+	SELENOW
chr19	48306862	48307361	-	TPRX1
chr19	48324597	48325096	+	CRX
chr19	48389655	48390154	-	SULT2A1
chr19	48495428	48495927	-	BSPH1
chr19	48497408	48497907	+	ELSPBP1
chr19	48547312	48547811	-	CABP5
chr19	48614110	48614609	-	PLA2G4C
chr19	48673449	48673948	+	C19orf68
chr19	48744321	48744820	-	CARD8
chr19	48774002	48774501	+	ZNF114
chr19	48823333	48823832	-	CCDC114
chr19	48828756	48829255	+	EMP3
chr19	48867495	48867994	-	TMEM143
chr19	48867151	48867650	+	SYNGR4
chr19	48897632	48898131	+	GRIN2D
chr19	48948530	48949029	+	GRWD1
chr19	48958464	48958963	+	KCNJ14
chr19	48971965	48972464	+	CYTH2
chr19	49016447	49016946	-	LMTK3
chr19	49054929	49055428	+	SULT2B1
chr19	49116695	49117194	-	FAM83E
chr19	49109500	49109999	+	SPACA4
chr19	49122676	49123175	-	RPL18
chr19	49122290	49122789	+	SPHK2
chr19	49140808	49141307	-	DBP
chr19	49149570	49150069	-	CA11
chr19	49176339	49176838	-	NTN5
chr19	49198728	49199227	+	FUT2
chr19	49222977	49223476	-	MAMSTR
chr19	49243971	49244470	-	RASIP1
chr19	49250167	49250666	-	IZUMO1
chr19	49256918	49257417	-	FUT1
chr19	49258316	49258815	+	FGF21
chr19	49314321	49314820	-	BCAT2
chr19	49339935	49340434	-	HSD17B14
chr19	49371885	49372384	-	PLEKHA4
chr19	49375149	49375648	+	PPP1R15A
chr19	49401997	49402496	-	TULP2
chr19	49436439	49436938	+	DHDH
chr19	49457617	49458116	+	BAX
chr19	49468066	49468565	+	FTL
chr19	49496611	49497110	-	GYS1
chr19	49496205	49496704	+	RUVBL2
chr19	49520348	49520847	-	LHB
chr19	49527633	49528132	-	CGB3
chr19	49534630	49535129	+	CGB2
chr19	49540192	49540691	-	CGB1
chr19	49546602	49547101	+	CGB5
chr19	49552369	49552868	-	CGB8
chr19	49558998	49559497	-	CGB7
chr19	49567125	49567624	-	NTF4
chr19	49576199	49576698	-	KCNA7
chr19	49587897	49588396	+	SNRNP70
chr19	49617118	49617617	+	LIN7B
chr19	49622398	49622897	-	C19orf73
chr19	49622146	49622645	+	PPFIA3
chr19	49658682	49659181	-	HRC
chr19	49838177	49838676	+	CD37
chr19	49864753	49865252	-	TEAD2
chr19	49866542	49867041	+	DKKL1
chr19	49890975	49891474	+	CCDC155
chr19	49926699	49927198	-	PTH2
chr19	49929188	49929687	+	GFY
chr19	49955116	49955615	-	PIH1D1
chr19	49955973	49956472	+	ALDH16A1
chr19	49977318	49977817	+	FLT3LG
chr19	49990311	49990810	+	RPL13A
chr19	49999122	49999621	+	RPS11
chr19	50015936	50016435	+	FCGRT
chr19	50030375	50030874	+	RCN3
chr19	50084087	50084586	+	PRRG2
chr19	50094400	50094899	+	PRR12
chr19	50143401	50143900	-	RRAS
chr19	50144882	50145381	+	SCAF1
chr19	50169133	50169632	-	IRF3
chr19	50167899	50168398	+	BCL2L12
chr19	50179909	50180408	+	PRMT1
chr19	50191442	50191941	+	ADM5
chr19	50266516	50267015	-	TSKS
chr19	50269680	50270179	+	AP2A1
chr19	50316568	50317067	-	FUZ
chr19	50353877	50354376	+	PTOV1
chr19	50370823	50371322	-	PNKP
chr19	50380645	50381144	-	AKT1S1
chr19	50380182	50380681	+	TBC1D17
chr19	50432797	50433296	-	IL4I1
chr19	50432774	50433273	-	NUP62
chr19	50432961	50433460	+	ATF5
chr19	50528806	50529305	-	VRK3
chr19	50528650	50529149	+	ZNF473
chr19	50666539	50667038	-	IZUMO2
chr19	50832635	50833134	-	KCNC3
chr19	50869088	50869587	-	NAPSA
chr19	50879180	50879679	+	NR1H2
chr19	50901609	50902108	+	POLD1
chr19	50921695	50922194	+	SPIB
chr19	50935660	50936159	+	MYBPC2
chr19	50980004	50980503	-	FAM71E1
chr19	50979234	50979733	+	EMC10
chr19	51014417	51014916	-	JOSD2
chr19	51017143	51017642	-	ASPDH
chr19	51071303	51071802	-	LRRC4B
chr19	51141303	51141802	-	SYT3
chr19	51152202	51152701	+	C19orf81
chr19	51220196	51220695	-	SHANK1
chr19	51226105	51226604	+	CLEC11A
chr19	51273221	51273720	+	GPR32
chr19	51293172	51293671	+	ACPT
chr19	51307812	51308311	-	C19orf48
chr19	51327044	51327543	-	KLK1
chr19	51334780	51335279	-	KLK15
chr19	51357671	51358170	+	KLK3
chr19	51413995	51414494	-	KLK4
chr19	51456345	51456844	-	KLK5
chr19	51472229	51472728	-	KLK6
chr19	51487072	51487571	-	KLK7
chr19	51504959	51505458	-	KLK8
chr19	51522955	51523454	-	KLK10
chr19	51530903	51531402	-	KLK11
chr19	51538149	51538648	-	KLK12
chr19	51568368	51568867	-	KLK13
chr19	51587468	51587967	-	KLK14
chr19	51611648	51612147	-	CTU1
chr19	51627637	51628136	+	SIGLEC9
chr19	51645058	51645557	+	SIGLEC7
chr19	51727835	51728334	+	CD33
chr19	51760464	51760963	+	SIGLECL1
chr19	51814602	51815101	+	IGLON5
chr19	51845379	51845878	-	VSIG10L
chr19	51858097	51858596	-	ETFB
chr19	51872258	51872757	-	CLDND2
chr19	51875961	51876460	-	NKG7
chr19	51891211	51891710	-	LIM2
chr19	51893829	51894328	-	C19orf84
chr19	51921058	51921557	-	SIGLEC10
chr19	51918478	51918977	+	LOC100129083
chr19	51961709	51962208	-	SIGLEC8
chr19	51981397	51981896	+	CEACAM18
chr19	52005044	52005543	-	SIGLEC12
chr19	52035111	52035610	-	SIGLEC6
chr19	52073990	52074489	+	ZNF175
chr19	52133728	52134227	-	SIGLEC5
chr19	52150133	52150632	-	SIGLEC14
chr19	52196097	52196596	+	SPACA6
chr19	52227246	52227745	-	HAS1
chr19	52255151	52255650	-	FPR1
chr19	52266142	52266641	+	FPR2
chr19	52297899	52298398	+	FPR3
chr19	52391230	52391729	-	ZNF577
chr19	52408306	52408805	-	ZNF649
chr19	52430188	52430687	+	ZNF613
chr19	52490080	52490579	-	ZNF350
chr19	52511484	52511983	-	ZNF615
chr19	52531681	52532180	-	ZNF614
chr19	52551815	52552314	-	ZNF432
chr19	52599019	52599518	-	ZNF841
chr19	52643192	52643691	-	ZNF616
chr19	52674897	52675396	-	ZNF836
chr19	52692555	52693054	+	PPP2R1A
chr19	52772324	52772823	+	ZNF766
chr19	52848182	52848681	+	ZNF610
chr19	52872670	52873169	+	ZNF880
chr19	52900621	52901120	+	ZNF528
chr19	52934167	52934666	+	ZNF534
chr19	52956329	52956828	+	ZNF578
chr19	53030462	53030961	+	ZNF808
chr19	53141645	53142144	-	ZNF83
chr19	53290045	53290544	-	ZNF600
chr19	53324923	53325422	-	ZNF28
chr19	53394600	53395099	-	ZNF320
chr19	53421185	53421684	-	ZNF888
chr19	53466165	53466664	-	ZNF816-ZNF321P
chr19	53466165	53466664	-	ZNF816
chr19	53516844	53517343	+	ERVV-1
chr19	53547491	53547990	+	ERVV-2
chr19	53590291	53590790	-	ZNF160
chr19	53636174	53636673	-	ZNF415
chr19	53662314	53662813	-	ZNF347
chr19	53696620	53697119	-	ZNF665
chr19	53761045	53761544	+	VN1R2
chr19	53770919	53771418	-	VN1R4
chr19	53794876	53795375	-	BIRC8
chr19	53836472	53836971	+	ZNF845
chr19	53897897	53898396	+	ZNF765
chr19	53947754	53948253	+	ZNF761
chr19	53970489	53970988	+	ZNF813
chr19	54058061	54058560	+	ZNF331
chr19	54134810	54135309	+	DPRX
chr19	54327658	54328157	-	NLRP12
chr19	54372145	54372644	+	MYADM
chr19	54415491	54415990	+	CACNG7
chr19	54465790	54466289	+	CACNG8
chr19	54495042	54495541	+	CACNG6
chr19	54567208	54567707	-	VSTM1
chr19	54579814	54580313	-	TARM1
chr19	54605995	54606494	-	OSCAR
chr19	54605660	54606159	+	NDUFA3
chr19	54619056	54619555	-	TFPT
chr19	54618290	54618789	+	PRPF31
chr19	54663482	54663981	-	LENG1
chr19	54676945	54677444	-	TMC4
chr19	54693734	54694233	-	MBOAT7
chr19	54693619	54694118	+	TSEN34
chr19	54704262	54704761	+	RPS9
chr19	54746712	54747211	-	LILRB3
chr19	54761172	54761671	-	LILRB5
chr19	54785034	54785533	-	LILRB2
chr19	54850441	54850940	-	LILRA4
chr19	54876722	54877221	-	LAIR1
chr19	54926105	54926604	+	TTYH1
chr19	54959840	54960339	+	LENG8
chr19	54974895	54975394	-	LENG9
chr19	54984438	54984937	-	CDC42EP5
chr19	55013513	55014012	+	LAIR2
chr19	55083964	55084463	+	LILRA2
chr19	55104541	55105040	+	LILRA1
chr19	55141468	55141967	+	LILRB1
chr19	55235452	55235951	+	KIR3DL3
chr19	55249474	55249973	+	KIR2DL3
chr19	55280765	55281264	+	KIR2DL1
chr19	55314567	55315066	+	KIR2DL4
chr19	55327393	55327892	+	KIR3DL1
chr19	55343631	55344130	+	KIR2DS4
chr19	55361398	55361897	+	KIR3DL2
chr19	55385049	55385548	+	FCAR
chr19	55417008	55417507	+	NCR1
chr19	55477210	55477709	+	NLRP2
chr19	55549633	55550132	-	GP6
chr19	55586721	55587220	+	EPS8L1
chr19	55628969	55629468	-	PPP1R12C
chr19	55660723	55661222	-	TNNT1
chr19	55669101	55669600	-	TNNI3
chr19	55678091	55678590	-	DNAAF3
chr19	55691721	55692220	-	SYT5
chr19	55740633	55741132	-	TMEM86B
chr19	55770039	55770538	-	PPP6R1
chr19	55791226	55791725	-	HSPBP1
chr19	55795034	55795533	+	BRSK1
chr19	55850721	55851220	+	KMT5C
chr19	55866183	55866682	-	COX6B2
chr19	55874621	55875120	-	FAM71E2
chr19	55881832	55882331	-	IL11
chr19	55887704	55888203	+	TMEM190
chr19	55895628	55896127	-	TMEM238
chr19	55896800	55897299	+	RPL28
chr19	55919326	55919825	-	UBE2S
chr19	55954231	55954730	-	SHISA7
chr19	55987199	55987698	+	ZNF628
chr19	55996057	55996556	+	NAT14
chr19	55999370	55999869	+	SSC5D
chr19	56048436	56048935	-	SBK2
chr19	56056910	56057409	-	SBK3
chr19	56092212	56092711	-	ZNF579
chr19	56110894	56111393	-	FIZ1
chr19	56111206	56111705	+	ZNF524
chr19	56124459	56124958	+	ZNF865
chr19	56135942	56136441	-	ZNF784
chr19	56152963	56153462	+	ZNF580
chr19	56154486	56154985	+	ZNF581
chr19	56158454	56158953	+	CCDC106
chr19	56164916	56165415	+	U2AF2
chr19	56187491	56187990	+	EPN1
chr19	56270007	56270506	+	RFPL4A
chr19	56282671	56283170	+	RFPL4AL1
chr19	56348129	56348628	-	NLRP11
chr19	56443703	56444202	-	NLRP13
chr19	56510592	56511091	+	NLRP5
chr19	56652035	56652534	+	ZNF444
chr19	56686889	56687388	+	GALP
chr19	56704422	56704921	-	ZSCAN5B
chr19	56741769	56742268	-	ZSCAN5A
chr19	56904971	56905470	-	ZNF582
chr19	56915218	56915717	+	ZNF583
chr19	56988771	56989270	-	ZNF667
chr19	57018712	57019211	+	ZNF471
chr19	57049817	57050316	+	ZFP28
chr19	57078390	57078889	+	ZNF470
chr19	57106164	57106663	+	ZNF71
chr19	57154027	57154526	+	SMIM17
chr19	57183124	57183623	-	ZNF835
chr19	57352098	57352597	-	ZIM2
chr19	57336375	57336874	-	PEG3
chr19	57631009	57631508	+	USP29
chr19	57656571	57657070	-	ZIM3
chr19	57702368	57702867	+	ZNF264
chr19	57741928	57742427	+	AURKC
chr19	57751553	57752052	+	ZNF805
chr19	57831365	57831864	+	ZNF543
chr19	57862142	57862641	+	ZNF304
chr19	57874303	57874802	+	ZNF547
chr19	57900718	57901217	+	ZNF548
chr19	57922015	57922514	+	ZNF17
chr19	57946193	57946692	+	ZNF749
chr19	57968108	57968607	-	VN1R1
chr19	57988939	57989438	-	ZNF772
chr19	57998579	57999078	+	ZNF419
chr19	58010722	58011221	+	ZNF773
chr19	58038193	58038692	+	ZNF549
chr19	58090244	58090743	-	ZNF416
chr19	58094844	58095343	+	ZIK1
chr19	58110753	58111252	+	ZNF530
chr19	58125087	58125586	+	ZNF134
chr19	58144035	58144534	+	ZNF211
chr19	58179803	58180302	+	ZSCAN4
chr19	58220580	58221079	-	ZNF154
chr19	58238996	58239495	-	ZNF671
chr19	58257664	58258163	+	ZNF776
chr19	58280520	58281019	+	ZNF586
chr19	58326282	58326781	-	ZNF552
chr19	58341162	58341661	+	ZNF587B
chr19	58360681	58361180	+	ZNF587
chr19	58400443	58400942	-	ZNF814
chr19	58427979	58428478	-	ZNF417
chr19	58446756	58447255	-	ZNF418
chr19	58485903	58486402	-	C19orf18
chr19	58514196	58514695	-	ZNF606
chr19	58544934	58545433	+	ZSCAN1
chr19	58570107	58570606	+	ZNF135
chr19	58629794	58630293	-	ZSCAN18
chr19	58662149	58662648	-	ZNF329
chr19	58739780	58740279	+	ZNF544
chr19	58789818	58790317	+	ZNF8
chr19	58864866	58865365	-	A1BG
chr19	58874215	58874714	-	ZNF497
chr19	58892390	58892889	-	ZNF837
chr19	58898136	58898635	+	RPS5
chr19	58906957	58907456	+	RNF225
chr19	58919541	58920040	+	ZNF584
chr19	58951590	58952089	-	ZNF132
chr19	58962471	58962970	+	ZNF324B
chr19	58987031	58987530	+	ZNF446
chr19	59023433	59023932	-	SLC27A5
chr19	59030927	59031426	-	ZBTB45
chr19	59055336	59055835	+	TRIM28
chr19	59066371	59066870	-	CHMP2A
chr19	59070344	59070843	-	UBE2M
chr19	59084943	59085442	-	MZF1
chr20	8112412	8112911	+	PLCB1
chr20	33543138	33543637	+	MYH7B
chr20	50384951	50385450	-	ATP9A
chr20	2082028	2082527	+	STK35
chr20	3154239	3154738	-	LZTS3
chr20	9287947	9288446	+	PLCB4
chr20	10415451	10415950	+	SLX4IP
chr20	13975646	13976145	+	MACROD2
chr20	19866665	19867164	+	RIN2
chr20	30406678	30407177	+	MYLK2
chr20	34556003	34556502	+	CNBD2
chr20	35724619	35725118	-	RBL1
chr20	36661448	36661947	+	RPRD1B
chr20	39928740	39929239	-	ZHX3
chr20	41818558	41819057	-	PTPRT
chr20	46130101	46130600	+	NCOA3
chr20	49308068	49308567	-	FAM65C
chr20	60813041	60813540	+	OSBPL2
chr20	271420	271919	-	C20orf96
chr20	388194	388693	+	RBCK1
chr20	524483	524982	-	CSNK2A1
chr20	656824	657323	-	SCRT2
chr20	1448338	1448837	-	NSFL1C
chr20	1973453	1973952	-	PDYN
chr20	2516753	2517252	+	TMC2
chr20	2844341	2844840	+	PTPRA
chr20	3388310	3388809	-	C20orf194
chr20	3451165	3451664	+	ATRN
chr20	3687776	3688275	-	SIGLEC1
chr20	3996239	3996738	-	RNF24
chr20	4982146	4982645	-	SLC23A2
chr20	5106907	5107406	+	CDS2
chr20	5730533	5731032	+	C20orf196
chr20	5891474	5891973	+	CHGB
chr20	6034727	6035226	-	LRRN4
chr20	7921094	7921593	-	HAO1
chr20	8000477	8000976	-	TMX4
chr20	9819688	9820187	-	PAK5
chr20	12989127	12989626	+	SPTLC3
chr20	13201918	13202417	+	ISM1
chr20	13619584	13620083	-	TASP1
chr20	13765533	13766032	-	ESF1
chr20	13971266	13971765	-	SEL1L2
chr20	16554080	16554579	-	KIF16B
chr20	17207097	17207596	+	PCSK2
chr20	17550099	17550598	+	DSTN
chr20	17673820	17674319	+	BANF2
chr20	17949034	17949533	+	MGME1
chr20	18568037	18568536	+	DTD1
chr20	19192790	19193289	+	SLC24A3
chr20	20032658	20033157	+	CFAP61
chr20	20693267	20693766	-	RALGAPA2
chr20	21283636	21284135	+	XRN2
chr20	24449942	24450441	+	SYNDIG1
chr20	25038819	25039318	-	ACSS1
chr20	25371619	25372118	-	ABHD12
chr20	25387819	25388318	+	GINS1
chr20	25566168	25566667	-	NINL
chr20	30101713	30102212	+	HM13
chr20	30310356	30310855	-	BCL2L1
chr20	30539884	30540383	-	PDRG1
chr20	30639491	30639990	+	HCK
chr20	30795196	30795695	+	POFUT1
chr20	31172876	31173375	-	NOL4L
chr20	31331815	31332314	-	COMMD7
chr20	31592240	31592739	-	SUN5
chr20	31989376	31989875	-	CDK5RAP1
chr20	32319066	32319565	+	ZNF341
chr20	32580958	32581457	+	RALY
chr20	32950541	32951040	+	ITCH
chr20	33265090	33265589	-	PIGU
chr20	33814039	33814538	+	MMP24
chr20	33999946	34000445	-	UQCC1
chr20	34042723	34043222	+	CEP250
chr20	34359423	34359922	+	PHF20
chr20	34893745	34894244	+	DLGAP4
chr20	35274620	35275119	-	SLA2
chr20	35402155	35402654	-	DSN1
chr20	35504024	35504523	+	TLDC2
chr20	35580247	35580746	-	SAMHD1
chr20	35807992	35808491	-	MROH8
chr20	36321857	36322356	+	CTNNBL1
chr20	36530999	36531498	+	VSTM2L
chr20	36932052	36932551	+	BPI
chr20	37352605	37353104	+	SLC32A1
chr20	37433836	37434335	+	PPP1R16B
chr20	37590481	37590980	+	DHX35
chr20	39656958	39657457	+	TOP1
chr20	39968993	39969492	+	LPIN3
chr20	40247134	40247633	-	CHD6
chr20	42194237	42194736	+	SGK2
chr20	42295159	42295658	+	MYBL2
chr20	42542992	42543491	+	TOX2
chr20	43104026	43104525	+	TTPAL
chr20	43280400	43280899	-	ADA
chr20	43438980	43439479	-	RIMS4
chr20	43513740	43514239	+	YWHAB
chr20	43594615	43595114	+	STK4
chr20	44176066	44176565	-	EPPIN-WFDC6
chr20	44176066	44176565	-	EPPIN
chr20	44420076	44420575	+	DNTTIP1
chr20	44562817	44563316	+	PCIF1
chr20	44718581	44719080	-	NCOA5
chr20	44937138	44937637	-	CDH22
chr20	45280101	45280600	-	SLC13A3
chr20	45337779	45338278	+	SLC2A10
chr20	45522763	45523262	+	EYA2
chr20	45985634	45986133	-	ZMYND8
chr20	46414809	46415308	-	SULF2
chr20	47444421	47444920	-	PREX1
chr20	47537775	47538274	+	ARFGEF2
chr20	47662283	47662782	+	CSE1L
chr20	47835332	47835831	+	DDX27
chr20	48428750	48429249	+	SLC9A8
chr20	48770336	48770835	-	TMEM189
chr20	48883523	48884022	+	LINC01272
chr20	49126358	49126857	+	PTPN1
chr20	49410931	49411430	+	BCAS4
chr20	50159259	50159758	-	NFATC2
chr20	51588446	51588945	+	TSHZ2
chr20	53091511	53092010	+	DOK5
chr20	55043141	55043640	+	RTFDC1
chr20	55841708	55842207	-	BMP7
chr20	55965954	55966453	+	RBM38
chr20	56100184	56100683	-	CTCFL
chr20	56285032	56285531	-	PMEPA1
chr20	56884271	56884770	+	RAB22A
chr20	56963675	56964174	+	VAPB
chr20	57267362	57267861	+	NPEPL1
chr20	57765575	57766074	+	ZNF831
chr20	58179102	58179601	+	PHACTR3
chr20	58508719	58509218	-	SYCP2
chr20	59826982	59827481	+	CDH4
chr20	60640867	60641366	-	TAF4
chr20	61339689	61340188	+	NTSR1
chr20	61493116	61493615	-	TCFL5
chr20	62130669	62131168	-	EEF1A2
chr20	62436857	62437356	-	ZBTB46
chr20	62496081	62496580	+	TPD52L2
chr20	62611931	62612430	+	PRPF6
chr20	67813	68312	+	DEFB125
chr20	122694	123193	+	DEFB126
chr20	137611	138110	+	DEFB127
chr20	170323	170822	-	DEFB128
chr20	207399	207898	+	DEFB129
chr20	237877	238376	+	DEFB132
chr20	277704	278203	+	ZCCHC3
chr20	305715	306214	+	SOX12
chr20	328049	328548	+	NRSN2
chr20	361439	361938	+	TRIB3
chr20	443198	443697	-	TBC1D20
chr20	590911	591410	-	TCF15
chr20	634015	634514	-	SRXN1
chr20	749229	749728	-	SLC52A3
chr20	824751	825250	+	FAM110A
chr20	896978	897477	-	ANGPT4
chr20	982908	983407	-	RSPO4
chr20	1098736	1099235	+	PSMF1
chr20	1165118	1165617	-	TMEM74B
chr20	1183598	1184097	+	C20orf202
chr20	1206264	1206763	+	RAD21L1
chr20	1246435	1246934	+	SNPH
chr20	1306514	1307013	-	SDCBP2
chr20	1373817	1374316	-	FKBP1A
chr20	1472234	1472733	-	SIRPB2
chr20	1538344	1538843	-	SIRPD
chr20	1638426	1638925	-	SIRPG
chr20	1874313	1874812	+	SIRPA
chr20	2187074	2187573	+	LOC388780
chr20	2276113	2276612	+	TGM3
chr20	2361054	2361553	+	TGM6
chr20	2451500	2451999	-	SNRPB
chr20	2489562	2490061	-	ZNF343
chr20	2632678	2633177	+	NOP56
chr20	2644870	2645369	-	IDH3B
chr20	2673024	2673523	+	EBF4
chr20	2781293	2781792	-	CPXM1
chr20	2795157	2795656	+	C20orf141
chr20	2796448	2796947	+	TMEM239
chr20	2821349	2821848	-	PCED1A
chr20	2820843	2821342	+	VPS16
chr20	3023768	3024267	+	GNRH2
chr20	3026175	3026674	+	MRPS26
chr20	3051766	3052265	+	OXT
chr20	3065371	3065870	-	AVP
chr20	3140557	3141056	-	UBOX5
chr20	3140533	3141032	-	FASTKD5
chr20	3185344	3185843	-	DDRGK1
chr20	3189506	3190005	+	ITPA
chr20	3218836	3219335	-	SLC4A11
chr20	3644047	3644546	-	GFRA4
chr20	3663338	3663837	-	ADAM33
chr20	3712817	3713316	+	HSPA12B
chr20	3748453	3748952	-	C20orf27
chr20	3762103	3762602	-	SPEF1
chr20	3767338	3767837	-	CENPB
chr20	3775886	3776385	+	CDC25B
chr20	3800671	3801170	+	AP5S1
chr20	3826946	3827445	+	MAVS
chr20	3869081	3869580	+	PANK2
chr20	4128926	4129425	+	SMOX
chr20	4229660	4230159	-	ADRA1D
chr20	4666657	4667156	+	PRNP
chr20	4702000	4702499	+	PRND
chr20	4795770	4796269	-	RASSF2
chr20	5093734	5094233	-	TMEM230
chr20	5100648	5101147	-	PCNA
chr20	5297379	5297878	-	PROKR2
chr20	5591673	5592172	-	GPCPD1
chr20	5931205	5931704	-	TRMT6
chr20	5930798	5931297	+	MCM8
chr20	5986219	5986718	+	CRLS1
chr20	6104192	6104691	-	FERMT1
chr20	6748245	6748744	+	BMP2
chr20	9494505	9495004	+	LAMP5
chr20	10015147	10015646	+	ANKEF1
chr20	10412574	10413073	-	MKKS
chr20	10654695	10655194	-	JAG1
chr20	11870871	11871370	+	BTBD3
chr20	13765172	13765671	+	NDUFAF5
chr20	14318314	14318813	-	FLRT3
chr20	16710109	16710608	+	SNRPB2
chr20	16728498	16728997	+	OTOR
chr20	17512015	17512514	-	BFSP1
chr20	17662929	17663428	-	RRBP1
chr20	17949438	17949937	-	SNX5
chr20	18038527	18039026	-	OVOL2
chr20	18117999	18118498	+	PET117
chr20	18122368	18122867	+	KAT14
chr20	18268427	18268926	+	ZNF133
chr20	18447830	18448329	-	DZANK1
chr20	18447533	18448032	+	POLR3F
chr20	18477888	18478387	-	RBBP9
chr20	18488107	18488606	+	SEC23B
chr20	18810848	18811347	-	C20orf78
chr20	18793870	18794369	+	SCP2D1
chr20	19997434	19997933	+	NAA20
chr20	20036691	20037190	-	CRNKL1
chr20	20348265	20348764	+	INSM1
chr20	21106124	21106623	+	KIZ
chr20	21378048	21378547	-	NKX2-4
chr20	21494665	21495164	-	NKX2-2
chr20	21685797	21686296	+	PAX1
chr20	22565102	22565601	-	FOXA2
chr20	23015557	23016056	+	SSTR4
chr20	23030302	23030801	-	THBD
chr20	23066978	23067477	-	CD93
chr20	23330873	23331372	+	NXT1
chr20	23342269	23342768	+	GZF1
chr20	23402157	23402656	-	NAPB
chr20	23419822	23420321	+	CSTL1
chr20	23433483	23433982	-	CST11
chr20	23471238	23471737	+	CST8
chr20	23549387	23549886	-	CST9L
chr20	23586611	23587110	-	CST9
chr20	23618686	23619185	-	CST3
chr20	23669663	23670162	-	CST4
chr20	23731575	23732074	-	CST1
chr20	23807313	23807812	-	CST2
chr20	23860381	23860880	-	CST5
chr20	23967513	23968012	-	GGTLC1
chr20	24929366	24929865	+	CST7
chr20	24973426	24973925	-	APMAP
chr20	25063016	25063515	-	VSX1
chr20	25176049	25176548	+	ENTPD6
chr20	25228206	25228705	+	PYGB
chr20	25604649	25605148	-	NANP
chr20	25667576	25668075	-	ZNF337
chr20	29844967	29845466	+	DEFB115
chr20	29896389	29896888	-	DEFB116
chr20	29955921	29956420	+	DEFB118
chr20	29978453	29978952	-	DEFB119
chr20	29994070	29994569	-	DEFB121
chr20	30027822	30028321	+	DEFB123
chr20	30060817	30061316	-	DEFB124
chr20	30062591	30063090	+	REM1
chr20	30192586	30193085	+	ID1
chr20	30225191	30225690	+	COX4I2
chr20	30326404	30326903	+	TPX2
chr20	30433421	30433920	-	FOXS1
chr20	30458468	30458967	-	DUSP15
chr20	30458005	30458504	+	TTLL9
chr20	30555305	30555804	+	XKR7
chr20	30597745	30598244	+	CCM2L
chr20	30696809	30697308	+	TM9SF4
chr20	30795547	30796046	-	PLAGL2
chr20	30864954	30865453	+	KIF3B
chr20	30945647	30946146	+	ASXL1
chr20	31239784	31240283	-	C20orf203
chr20	31349691	31350190	+	DNMT3B
chr20	31407199	31407698	+	MAPRE1
chr20	31594884	31595383	+	BPIFB2
chr20	31618954	31619453	+	BPIFB6
chr20	31642637	31643136	+	BPIFB3
chr20	31668818	31669317	+	BPIFB4
chr20	31755383	31755882	+	BPIFA2
chr20	31804616	31805115	+	BPIFA3
chr20	31823302	31823801	+	BPIFA1
chr20	31870441	31870940	+	BPIFB1
chr20	32031699	32032198	-	SNTA1
chr20	32149671	32150170	+	CBFA2T2
chr20	32262265	32262764	-	NECAB3
chr20	32249592	32250091	+	C20orf144
chr20	32253804	32254303	+	ACTL10
chr20	32274211	32274710	-	E2F1
chr20	32308137	32308636	-	PXMP4
chr20	32398610	32399109	+	CHMP4B
chr20	32700163	32700662	-	EIF2S2
chr20	32847671	32848170	+	ASIP
chr20	32890813	32891312	-	AHCY
chr20	33103689	33104188	+	DYNLRB1
chr20	33134188	33134687	+	MAP1LC3A
chr20	33292046	33292545	+	TP53INP2
chr20	33409443	33409942	-	NCOA6
chr20	33460662	33461161	-	GGT7
chr20	33463828	33464327	+	ACSS2
chr20	33543439	33543938	-	GSS
chr20	33680619	33681118	-	TRPC4AP
chr20	33735162	33735661	-	EDEM2
chr20	33759240	33759739	+	PROCR
chr20	33872521	33873020	-	EIF6
chr20	33880226	33880725	-	FAM83C
chr20	34025971	34026470	-	GDF5
chr20	34117482	34117981	-	C20orf173
chr20	34129278	34129777	+	ERGIC3
chr20	34203306	34203805	+	SPAG4
chr20	34241832	34242331	-	CPNE1
chr20	34287288	34287787	-	NFS1
chr20	34286732	34287231	+	ROMO1
chr20	34330259	34330758	-	RBM39
chr20	34542549	34543048	-	SCAND1
chr20	34742162	34742661	+	EPB41L1
chr20	34823839	34824338	+	AAR2
chr20	35169387	35169886	+	MYL9
chr20	35202457	35202956	+	TGIF2-C20orf24
chr20	35202457	35202956	+	TGIF2
chr20	35233637	35234136	+	C20orf24
chr20	35374542	35375041	-	NDRG3
chr20	35492088	35492587	-	SOGA1
chr20	35806949	35807448	+	RPN2
chr20	35885312	35885811	-	GHRH
chr20	35917551	35918050	+	MANBAL
chr20	35974031	35974530	+	SRC
chr20	36148706	36149205	-	BLCAP
chr20	36149108	36149607	+	NNAT
chr20	36661871	36662370	-	TTI1
chr20	36793832	36794331	-	TGM2
chr20	36889175	36889674	-	KIAA1755
chr20	36974314	36974813	+	LBP
chr20	37100949	37101448	+	RALGAPB
chr20	37209338	37209837	+	ADIG
chr20	37230077	37230576	+	ARHGAP40
chr20	37376597	37377096	+	ACTR5
chr20	37554455	37554954	+	FAM83D
chr20	39317881	39318380	-	MAFB
chr20	39608901	39609400	+	LOC100128988
chr20	39765661	39766160	+	PLCG1
chr20	39995499	39995998	-	EMILIN3
